LAT,,,,,38.7167,38.7167,38.7167,38.7167
LON,,,,,-9.13333,-9.13333,-9.13333,-9.13333
ASL,,,,,45.0000,45.0000,45.0000,45.0000
CITY,,,,,Lisbon,Lisbon,Lisbon,Lisbon
DOMAIN,,,,,NEMS4,NEMS12,NEMS4,NEMS4
LEVEL,,,,,2 m above gnd,sfc,10 m above gnd,10 m above gnd
NAME,,,,,Temperature,Total Precipitation,Wind speed,Wind direction
UNIT,,,,,°C,mm,km/h,°
AGGREGATION,,,,,,,,
UTC_OFFSET,,,,,1,1,1,1

Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Total Precipitation  [sfc],Wind speed  [10 m above gnd],Wind direction  [10 m above gnd]
2017,07,21,18,00,24.05,0.00,33.28,354.41
2017,07,21,19,00,22.93,0.00,32.11,356.14
2017,07,21,20,00,21.54,0.00,29.56,357.21
2017,07,21,21,00,19.75,0.00,25.22,357.55
2017,07,21,22,00,18.85,0.00,23.04,360.00
2017,07,21,23,00,18.22,0.00,21.96,360.00
2017,07,22,00,00,17.70,0.00,20.16,358.98
2017,07,22,01,00,17.33,0.00,19.11,356.76
2017,07,22,02,00,17.05,0.00,18.73,357.80
2017,07,22,03,00,17.01,0.00,17.65,357.66
2017,07,22,04,00,16.88,0.00,18.01,357.71
2017,07,22,05,00,16.90,0.00,18.36,360.00
2017,07,22,06,00,17.17,0.00,18.03,3.43
2017,07,22,07,00,17.94,0.00,17.06,7.28
2017,07,22,08,00,18.99,0.00,19.20,6.46
2017,07,22,09,00,20.22,0.00,21.90,9.46
2017,07,22,10,00,22.31,0.00,22.73,10.95
2017,07,22,11,00,23.81,0.00,24.74,8.37
2017,07,22,12,00,25.28,0.00,25.65,4.83
2017,07,22,13,00,26.93,0.00,27.04,3.05
2017,07,22,14,00,27.43,0.00,28.80,360.00
2017,07,22,15,00,27.41,0.00,30.98,358.00
2017,07,22,16,00,26.96,0.00,32.50,355.55
2017,07,22,17,00,26.13,0.00,33.19,356.27
2017,07,22,18,00,25.07,0.00,33.14,358.13
2017,07,22,19,00,23.65,0.00,32.04,0.64
2017,07,22,20,00,21.65,0.00,30.97,1.33
2017,07,22,21,00,19.24,0.00,29.18,2.12
2017,07,22,22,00,17.78,0.00,28.16,4.40
2017,07,22,23,00,16.84,0.00,26.01,4.76
2017,07,23,00,00,16.47,0.00,24.49,1.68
2017,07,23,01,00,16.94,0.00,25.21,1.64
2017,07,23,02,00,16.83,0.00,26.34,3.92
2017,07,23,03,00,16.67,0.00,26.08,6.34
2017,07,23,04,00,16.42,0.00,26.12,7.13
2017,07,23,05,00,16.46,0.00,26.48,7.03
2017,07,23,06,00,16.35,0.00,25.92,9.59
2017,07,23,07,00,16.50,0.00,25.15,9.06
2017,07,23,08,00,18.19,0.00,27.29,8.34
2017,07,23,09,00,20.50,0.00,28.05,8.86
2017,07,23,10,00,22.43,0.00,28.05,8.86
2017,07,23,11,00,24.10,0.00,27.91,6.67
2017,07,23,12,00,25.66,0.00,28.88,4.29
2017,07,23,13,00,28.74,0.00,28.08,360.00
2017,07,23,14,00,29.07,0.00,30.96,359.33
2017,07,23,15,00,29.15,0.00,33.12,360.00
2017,07,23,16,00,28.73,0.00,35.28,360.00
2017,07,23,17,00,27.73,0.00,36.00,360.00
2017,07,23,18,00,26.38,0.00,36.37,1.13
2017,07,23,19,00,24.56,0.00,36.40,2.83
2017,07,23,20,00,22.02,0.00,36.09,4.00
2017,07,23,21,00,19.44,0.00,34.68,4.76
2017,07,23,22,00,18.75,0.00,31.93,7.13
2017,07,23,23,00,18.46,0.00,30.45,6.79
2017,07,24,00,00,18.19,0.00,29.70,6.26
2017,07,24,01,00,18.03,0.00,29.70,6.26
2017,07,24,02,00,17.74,0.00,29.43,7.73
2017,07,24,03,00,17.58,0.00,29.07,7.83
2017,07,24,04,00,17.40,0.00,29.74,6.95
2017,07,24,05,00,17.30,0.00,28.71,7.93
2017,07,24,06,00,17.25,0.00,27.70,8.97
2017,07,24,07,00,17.37,0.00,27.29,8.34
2017,07,24,08,00,18.29,0.00,28.36,8.03
2017,07,24,09,00,19.78,0.00,29.89,9.01
2017,07,24,10,00,21.40,0.00,30.60,8.80
